Cluster,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,was_capped,year,month,weekday_num,total_stay_duration,total_previous_bookings,cancel_rate
0,1.7579617834394905,0.059842986224263074,0.6216856761961191,1.9220856169456377,0.025773959413420235,60.1382017478892,2017.0949488964598,9.887720337727744,14.976744186046512,0.005925048141016145,0.0,0.005925048141016145,89.26155532513702,0.5289586727892164,0.0,2017.0949488964598,9.887720337727744,2.7644793363946083,2.5437712931417567,0.005925048141016145,0.0
1,1.8089323019592343,0.10614872113375869,0.5407938569250749,1.6913217774264582,0.034780644797018805,76.81085201287335,2018.0,5.758285811077862,15.926204053977754,0.00101631754277003,0.0,0.00101631754277003,106.22491728304443,0.5297837502117329,0.0017503246569928292,2018.0,5.758285811077862,3.320817571001073,2.232115634351533,0.00101631754277003,0.0
2,2.00630194538314,0.13928212622157274,1.3938259201753584,3.278746917526715,0.01790117818978902,120.02383779340579,2017.9786281852223,8.607452735409627,15.522696136633483,0.0007306603342771029,0.0,0.0009133254178463787,110.6998566079094,0.8257375102749109,0.0002739976253539136,2017.9786281852223,8.607452735409627,2.8682071422047675,4.672572837702074,0.0009133254178463787,0.0
3,1.206806282722513,0.013089005235602094,0.4109947643979058,1.280104712041885,0.16230366492146597,12.839005235602095,2017.7774869109949,7.5039267015706805,14.660994764397905,1.0,0.412303664921466,3.93848167539267,64.96621727748692,0.5170157068062827,0.003926701570680628,2017.7774869109949,7.5039267015706805,3.3795811518324608,1.6910994764397906,4.350785340314136,0.19225976456243665
4,1.31,0.0,0.59,1.53,0.14,14.71,2018.0,5.8,14.45,1.0,5.32,24.88,60.47689999999999,0.88,0.0,2018.0,5.8,2.5,2.12,30.2,0.259031984631089
